Year,Charge All,Charge 4-year,Charge 2-year,Tuition All,Tuition 4-year,Tuition 2-year,Dorm All,Dorm 4-year,Dorm 2-year,Board All,Board 4-year,Board 2-year
1993-94 ,15495.51226202833,15903.745229338707,10406.35450237789,10571.6979280684,10952.218450163904,6369.949366602195,2489.9576403650394,2506.4032318643726,2066.53524238256,2433.8566935948893,2445.12354731043,1969.8698933931344
1994-95 ,16206.81175563639,16601.957594722833,11170.47292243604,11110.809361893416,11480.931134308874,6914.191863770574,2587.445838365006,2601.153382357293,2233.498280765802,2508.5565553779684,2519.873078056667,2022.7827778996634
1995-96 ,17208.449391489146,17611.59506864959,11563.467864447597,11864.26877073632,12243.156322951327,7094.491118226871,2737.9302705578066,2751.1517645068143,2371.047085152599,2606.2503501950205,2617.286981191449,2097.929661068126
1996-97 ,18038.770190522388,18442.254899085117,11954.402468567994,12497.860142317282,12881.247322505069,7236.205529824613,2877.6158570566377,2888.895692594135,2537.3889556110685,2663.2941911484663,2672.1118839859128,2180.8079831323116
1997-98 ,18516.32766664908,19069.88543521716,12921.321410013812,12800.669158680437,13344.249779806014,7464.339707580591,2953.7008693338066,2964.1602316691124,2672.343893082539,2761.957638634835,2761.47542374203,2784.637809350683
1998-99 ,19368.23409973442,19928.988912211713,13319.092052137126,13428.223977245068,13972.870963623438,7853.512371160472,3074.584269656079,3091.118928781829,2581.280504750817,2865.4258528332775,2864.9990198064443,2884.299176225837
1999-2000 ,20213.44141829268,20736.93511095273,14045.006573614442,14100.175041915638,14616.04763292521,8224.904918328815,3236.138357707139,3241.599555069709,3067.4533761533266,2877.128018669904,2879.2879229578107,2752.648279132299
2000-01 ,21373.190028552235,21856.021965454576,14907.245653352813,15000.344422985467,15470.4737980727,9066.709336643102,3382.018162440006,3392.2295637613393,3006.179109923764,2990.827443126762,2993.3186036205366,2834.3572067859486
2001-02 ,22413.360440597724,22895.956287669484,15825.364518529173,15742.18256233151,16210.886962671435,10076.229950241497,3567.315751375855,3576.182672980357,3116.031083447652,3103.8621268903594,3108.886652017691,2633.1034848400245
2002-03 ,23340.242784670012,23787.287419420096,17753.209221038418,16382.648686751158,16825.894535739884,10650.82836571934,3752.059449622361,3764.052034003323,3232.2228755871374,3205.5346482964933,3197.3408496768907,3870.157979731938
2003-04 ,24623.947392213522,25069.771992276066,19558.333916642267,17314.683821588573,17763.19526080659,11545.493938098522,3945.2845330356354,3952.336385487653,3580.6507519870147,3363.9790375893126,3354.240345981824,4432.189226556731
2004-05 ,25816.674985873175,26259.83288487305,20297.2938009618,18153.847528373874,18603.8870930607,12122.062426795885,4177.8446500508835,4172.50613933007,4475.372972854641,3484.982807448419,3483.439652482278,3699.8584013112754
2005-06 ,26907.78049213191,27332.791924335386,21403.997443877786,18862.399712124872,19291.6625615731,12449.857308831104,4399.985050506786,4403.912001289172,4173.316660337052,3645.395729500255,3637.2173614731146,4780.8234747096285
2006-07 ,28439.84002529325,28919.226226843177,20284.422267662692,20046.780792405625,20516.598712285126,12707.743905712405,4606.264659944365,4612.665297951583,4146.885218051638,3786.7945729432627,3789.962216606468,3429.7931438986493
2007-08 ,29767.948932882282,30225.84281209985,21686.284187836856,20972.358611886728,21426.674227815845,13127.85765804021,4803.359188859598,4807.569795190847,4484.024067637212,3992.2311321359566,3991.5987890931565,4074.4024621594344
2008-09 ,30764.488347345607,31232.343977515604,22722.84355955653,21575.128372928986,22039.916812747546,13566.840224305946,5025.373433413878,5031.489928417063,4553.189646413785,4163.98654100274,4160.937236350995,4602.813688836801
2009-10 ,31341.023292958205,31846.602001310675,24463.31453666688,21763.870900198934,22269.293951573913,14862.485290073362,5247.87036749811,5248.385793555975,5211.087136857543,4329.282025261164,4328.9222561807865,4389.742109735974
2010-11 ,31874.902154106698,32517.155719068673,23101.22739343653,22041.510842189433,22677.294091081807,13687.420300859123,5403.040727982658,5409.779201637278,4938.655033314652,4430.350583934608,4430.082426349587,4475.152059262753
2011-12 ,33058.415418713106,33677.11902359713,23604.580098186183,22850.496961952547,23463.67210761053,13961.42638414514,5622.247904446766,5627.295172459276,5168.602887397525,4585.670552313792,4586.151743527323,4474.550826643523
2012-13 ,34483.202250274284,35071.49207031741,23354.63789463832,23943.4657892724,24522.63695537078,14149.279233510193,5830.790825082275,5836.968505427197,5227.922280922796,4708.945635919612,4711.886609519428,3977.436380205329
2013-14 ,35994.91444351322,36599.32140560496,23870.353402680612,25109.989556334276,25706.763577051654,14170.36932384491,6021.2404005088465,6026.425324776831,5488.715618348624,4863.684486670098,4866.132503776476,4211.268460487077
2014-15 ,37421.777326983436,37987.82426399184,24326.914584504022,26181.644637865003,26738.523394979624,14261.112058864263,6221.360604867,6228.491603268021,5506.192125259453,5018.772084251432,5020.809265744197,4559.610400380308
2015-16 ,39016.29147354126,39533.52375840988,24375.126497060646,27436.35379661214,27941.604627577202,14527.602406200673,6456.91443565804,6464.295539693838,5666.410392714306,5123.023241271082,5127.623591138839,4181.11369814567
2016-17 ,40922.49120181644,41465.220431403985,24888.075349764134,28944.712038908296,29475.54367635537,14589.112197694341,6709.597422359084,6716.888423289672,5948.742180853629,5268.181740549056,5272.78833175894,4350.220971216165
2017-18 ,42672.872604530225,43131.242836215744,25596.015025008943,30274.253931246498,30722.61311919602,14893.891563389772,6961.463627669847,6968.227210465263,6056.803403173816,5437.1550456138775,5440.402506554463,4645.320058445353
2018-19 ,44313.75937117932,44670.59485972585,28580.02054189086,31526.90245953473,31883.340469568837,15720.207014417483,7171.327809492241,7179.28327299197,5951.054970064149,5615.529102152354,5607.971117165041,6908.7585574092245
2019-20,45563.54245249882,45925.27982419733,26743.786897155333,32411.085979682168,32763.97354087395,15830.983965924524,7396.647878865828,7401.2444915390815,6326.085234468502,5755.80859395082,5760.061791784296,4586.717696762306
2020-21,45826.92367797042,46214.913712485606,25663.667084930363,32351.453705882086,32728.169903974405,15473.40060480141,7572.661321462143,7580.008402992303,5571.118569922236,5902.808650626193,5906.735405518899,4619.147910206718
2021-22,47570.24804752862,47930.44087283914,27349.379830865706,33700.2637125776,34050.93955359823,16587.664933504766,7824.224436580333,7830.464306789182,5942.4198927847,6045.759898370683,6049.037012451726,4819.29500457624
2022-23,49319.773145498475,49653.78321435915,28792.05548045466,34922.72889671948,35248.39478885271,17407.515124168072,8117.995913432055,8123.71669541036,6236.170668586052,6279.048335346943,6281.671730096079,5148.369687700535
    1999-2000 ,20989.1474512734,21231.281958465737,11687.906762735216,14910.60148282915,15131.471290833475,6892.647303596346,3203.710101971448,3220.5227446744507,2115.1206732380874,2874.8358664728016,2879.2879229578107,2680.138785900783
    2000-01 ,21934.0628059708,22169.92815808004,11716.585617364326,15596.064903711058,15811.424489762687,6968.096305667541,3347.1518951632484,3365.1850646968173,2008.1502741252507,2990.8460070964925,2993.3186036205366,2740.3390375715353
    2001-02 ,23079.730918214336,23257.085058127752,12970.0683730803,16440.126197036272,16603.713119190736,8126.359805054302,3535.541329591671,3544.485286919322,2304.1097228470435,3104.063391586394,3108.886652017691,2539.5988451789517
    2002-03 ,24276.45819643598,24445.91982345102,14441.711436462729,17358.883356389346,17517.44274798765,8906.788498496519,3722.6034441286115,3731.1362257864785,2646.0507232276987,3194.971395918022,3197.3408496768907,2888.87221473851
    2003-04 ,25684.997101283076,25852.959586174384,15569.278031459797,18428.591400586974,18584.14064681866,9586.661126413663,3907.0664061242346,3914.5785933739,2853.4552173913044,3349.3392945718665,3354.240345981824,3129.1616876548305
    2004-05 ,27083.395328065642,27254.826169634573,15906.20080362209,19498.40118660304,19652.012164687883,9909.551892631851,4112.726549841266,4119.374352464413,2929.2968602750266,3472.2675916213348,3483.439652482278,3067.3520507152143
    2005-06 ,28519.962818958757,28692.454568580193,16329.003941355988,20567.923907022465,20731.961897411453,10317.976051835418,4315.265742021624,4323.275309695626,3016.611178252965,3636.7731699146684,3637.2173614731146,2994.4167112676055
    2006-07 ,30165.501805850603,30320.773107371122,17681.65823097935,21840.633889177596,21993.54517080347,10935.886340947989,4532.312026646438,4537.26571996118,3575.8148314833497,3792.5558900265673,3789.962216606468,3169.9570585480096
    2007-08 ,31920.99210734209,32050.235459559248,18856.956150561247,23201.337833627655,23328.57939251121,11788.834460603075,4725.253080124027,4730.05727795488,3795.7150718132857,3994.401193590407,3991.5987890931565,3272.4066181448884
    2008-09 ,33634.957509656066,33760.59609944795,20261.446717631865,24502.959509830904,24637.797876003275,12602.167911549832,4956.69783502455,4961.860987093673,3889.3437218320933,4175.300164800613,4160.937236350995,3769.9350842499416
    2009-10 ,34919.82024892908,35042.30317027086,20755.747205045547,25395.69675725183,25535.154945219296,12635.784102484453,5173.474621049276,5178.225968870779,4116.324439035185,4350.648870627969,4328.9222561807865,4003.6386635259114
    2010-11 ,36303.50707827743,36415.96882492686,20091.50843885044,26440.9780795245,26581.45571348454,12668.283228817598,5398.042772770134,5404.430685092731,3979.708773370799,4464.486225982793,4430.082426349587,3443.5164366620434
    2011-12 ,37705.0202881097,37835.03463265741,22925.9767653854,27443.097040833232,27615.732320185693,14078.050399193457,5627.659598201896,5633.1505689443975,4281.020411945231,4634.263649074569,4586.151743527323,4566.905954246713
    2012-13 ,39170.545250917625,39299.21753205705,22147.519427504703,28566.30602997211,28743.465289613243,13784.612193921526,5838.344562273196,5843.865632924376,4404.979534594326,4765.894658672314,4711.886609519428,3957.9276989888513
    2013-14 ,40636.33644081091,40730.8809692543,23001.18190973538,29671.4543775254,29822.888686053095,14002.501068592066,6037.12959955996,6041.859779424725,4792.8777180451125,4927.752463725554,4866.132503776476,4205.8031230982015
    2014-15 ,41968.866273059124,42063.21109618931,23582.220182105702,30641.496446317236,30788.520785028923,14292.815743791534,6249.1673268367085,6253.881045416191,5037.617545922117,5078.20249990518,5020.809265744197,4251.78689239205
    2015-16 ,43076.58531483408,43202.187402528914,24349.38053952187,31409.130504888955,31578.033454444274,14724.370416948279,6491.32486023439,6496.530356945799,5379.271419328751,5176.129949710738,5127.623591138839,4245.738703244838
    2016-17 ,44547.69195436947,44698.95292006692,25267.93160958017,32553.32590579276,32716.913727601524,15301.013527665014,6703.848700946382,6709.250860706448,5614.550897079942,5290.517347630323,5272.78833175894,4352.367184835215
    2017-18 ,46007.83779844593,46143.77524863672,26529.648386094297,33597.952363442186,33748.27892001205,15788.662241858621,6951.304738197103,6955.093822070201,6015.923253622334,5458.580696806639,5440.402506554463,4725.062890613342
    2018-19 ,47429.825789633214,47552.0388066341,27877.75076354152,34632.10166166264,34769.750709216474,16594.880390274007,7172.628925637508,7174.316980252578,6648.987027385159,5625.095202333071,5607.971117165041,4633.883345882353
    2019-20,48815.353507706364,48956.564210806966,28422.65301245988,35651.33041713081,35798.96560272471,16895.412517751512,7396.031324004978,7397.536816297956,6869.824400802273,5767.991766570572,5760.061791784296,4657.416093906094
    2020-21,49209.50476996309,49343.42797396981,27741.455842973588,35702.2700670863,35851.57996200596,16418.44617824492,7583.065682720141,7585.11260644495,6653.812506186727,5924.169020156652,5906.735405518899,4669.1971585419415
    2021-22,51008.83136578913,51116.479866325186,30818.367334772913,37098.700879452146,37225.186140322396,18482.900220100008,7841.381389649645,7842.25671355106,7391.95908516553,6068.749096687337,6049.037012451726,4943.508029507377
    2022-23,52773.214161520955,52847.5954189998,33162.26980616553,38314.580370637406,38421.27285043758,20019.262016791414,8144.023884767745,8144.65083846614,7800.327422173676,6314.609906115802,6281.671730096079,5342.680367200442
    1999-2000 ,16124.273465788134,16547.433900671436,15733.605906662993,8706.930155670903,8660.818097807145,8765.745193056242,4246.639386431125,4631.4115423694375,3911.7027524234063,3170.703923686105,3255.2042604948565,3056.157961183343
    2000-01 ,17687.64113020414,18220.268050778497,17061.281744343454,10192.411215343065,10410.85354305877,9945.470240288048,4506.752407520636,4960.346432300731,3954.6996949927984,2988.4775073404426,2849.068075418995,3161.1118090626082
    2001-02 ,18576.328878514734,19772.125115562343,16956.43045336326,10859.742759507404,11068.945259077467,10629.337177026155,4629.165653335398,5396.4367967833805,3579.369326548389,3087.4204656719326,3306.7430597014923,2747.723949788715
    2002-03 ,19694.005366492547,20039.097005077827,19404.255667076413,11309.806395884227,11406.835633124096,11128.883001808304,4578.206480230981,5383.565628243039,3529.800610836723,3805.9924903773394,3248.6957437106917,4745.572054431386
    2003-04 ,21821.671928055912,21882.815381217777,22370.828818001344,12278.365825551782,12398.223557837959,12023.799817865232,5091.8881053497935,5754.239666675457,3991.663235358535,4451.417997154335,3730.3521567043617,6355.365764777575
    2004-05 ,23098.335160794693,23415.122466220462,22352.510945786173,13035.936642704672,13197.492286009727,12607.220603379026,5655.399456389255,5863.002474949728,5149.1773186371065,4406.999061700767,4354.627705261009,4596.113023770038
    2005-06 ,23557.35220755308,23225.190777330616,25670.2786462511,13237.020220648255,13314.52130286369,12958.567423474504,6085.183323833048,6484.633278681748,4776.445131584887,4235.148663071774,3426.03619578518,7935.26609119171
    2006-07 ,24006.893397329233,24711.603365148407,21250.88554072893,14277.092443810036,14592.592987724885,13084.457211455358,6204.533820241131,6637.520631552356,4465.827256537421,3525.2671332780656,3481.4897458711685,3700.6010727361486
    2007-08 ,24745.909393101476,25082.636667900024,23523.99681659801,14408.840238951389,14643.441347215155,13364.812688322414,6445.346592347418,6780.963042679406,4900.825782448512,3891.722561802669,3658.232278005464,5258.358345827086
    2008-09 ,24310.67005517319,24437.057897926123,24647.922293244166,14313.446136904728,14426.941009474129,13731.166788934263,6212.322611296666,6441.472952023079,4919.938573248407,3784.9013069717957,3568.6439364289135,5996.816931061497
    2009-10 ,24118.44945217792,23884.868958290106,25972.573007743264,14028.942993448982,13769.391926446075,15131.562842770905,6242.149780336112,6332.187360189282,5683.061247853463,3847.3566783928263,3783.289671654749,5157.948917118895
    2010-11 ,22981.59604695435,22874.612308892723,25786.697038079423,13738.761519023665,13726.594707258846,13792.313131684497,5459.771508354693,5478.910971066191,5326.721061884977,3783.063019575993,3669.1066305676854,6667.662844509949
    2011-12 ,22971.960139853836,22922.98909050432,23485.619282563406,13750.742825203884,13712.006308838145,13943.793885539455,5557.824247848714,5550.6991234134175,5626.779753838654,3663.3930668012413,3660.283658252758,3915.045643185299
    2012-13 ,23165.3945588963,23088.38627186543,24015.921833015433,13770.26640834195,13690.777825106914,14211.545040526098,5740.331189702889,5746.980407997348,5669.359295107135,3654.7969608514627,3650.62803876117,4135.017497382199
    2013-14 ,23136.599640915367,23046.727597046178,24345.958130837065,13789.325259876667,13713.97750974819,14195.874432729363,5803.438561317225,5794.837123312151,5890.5091382055,3543.8358197214757,3537.9129639858375,4259.574559902201
    2014-15 ,23373.029385861806,23276.508129514597,25629.222962365377,13971.657073715918,13924.489461438548,14255.680092897772,5796.01897464936,5797.8778259745295,5779.583095170048,3605.353337496531,3554.140842101517,5593.959774297558
    2015-16 ,23776.9776684545,23722.375085797466,24310.370321702503,14192.654109775172,14150.23804662802,14476.96542956849,5849.310687380967,5841.503828374994,5927.931313875334,3735.0128712983624,3730.6332107944554,3905.4735782586813
    2016-17 ,25430.98964029931,25531.294239192674,25026.656350690264,14419.157329942593,14422.520159836029,14398.73521307472,6888.646953809027,6995.831169299599,6287.967444120505,4123.185356547693,4112.942910057044,4339.953693495038
    2017-18 ,26253.342504983557,26403.52409585075,25065.01553953689,14668.64031458062,14677.387034646046,14605.705218933437,7267.880572542611,7411.309499323846,6102.208556849405,4316.821617860323,4314.8275618808575,4357.101763754045
    2018-19 ,27040.51519656735,26574.327551727052,30046.086079386718,14779.722738464983,14714.76353302958,15363.438538934104,7118.807581926515,7411.156736249612,5296.128949986184,5141.984876175849,4448.407282447863,9386.518590466429
    2019-20 ,27561.093606711762,27696.64082886426,24971.28546059249,14992.03603525985,14957.319252410412,15339.28733091668,7421.2265111770075,7558.198265182186,5311.998129675811,5147.831060274904,5181.123311271662,4320
    2020-21,27424.598133250867,27671.868462264054,23599.435506304144,15370.483092091821,15400.456973131875,15080.00838981783,7168.981126928094,7369.729538606019,4039.4271164863144,4885.133914230953,4901.681950526158,4480
    2021-22,27688.788630188355,27863.181306105602,24313.98329631726,15535.412615563644,15504.873541096791,15839.21249835461,7162.376496238321,7349.6075250883105,3994.7707979626484,4990.999518386388,5008.700239920499,4480
    2022-23,27651.322116153096,27766.996823239388,24948.4925823288,15918.909643991623,15868.22755897657,16443.88254371876,7104.427521008403,7267.032039913568,4024.610038610039,4627.984951153069,4631.73722434925,4480
