Year,Charge All,Charge 4-year,Charge 2-year,Tuition All,Tuition 4-year,Tuition 2-year,Dorm All,Dorm 4-year,Dorm 2-year,Board All,Board 4-year,Board 2-year
1983-84 ,4167.22603193574,4747.137317599409,2854.493536134821,1782.6797029669938,2343.561612130855,730.2872308257785,1145.1114064931483,1162.03566533325,916.1848990091463,1239.4349224755977,1241.540040135304,1208.0214062998964
1984-85 ,4562.705061718728,5160.478918082041,3179.3944638039584,1985.3024700673338,2567.4530900474206,821.1565247115007,1267.1210749335628,1282.1277858834994,1057.6318537347177,1310.2815167178314,1310.8980421511203,1300.6060853577403
1985-86\5\ ,4884.672345338728,5504.165556165289,3366.9231380808133,2181.0448431551054,2784.3601360011153,888.4536682219336,1338.2468262260481,1354.8174644522364,1106.9256454321503,1365.3806759575737,1364.9879557119375,1371.5438244267295
1986-87 ,5205.733861316083,5964.036752394316,3295.353453131986,2312.0122929776744,3042.129851298683,897.220055692545,1404.6914521111194,1426.5086253025238,1034.1799571111635,1489.0301162272885,1495.3982757931092,1363.9534403282776
1987-88 ,5494.481074326039,6272.344420843639,3262.9756176343744,2458.016007125053,3200.8407315309946,809.2074743920724,1487.6296122348392,1516.233671154753,1017.1044102810076,1548.8354549661467,1555.2700181578919,1436.6637329612943
1988-89 ,5868.552858469058,6725.426115282658,3572.9336186074897,2657.5769058981855,3472.202586307149,979.4455061196578,1574.5787084395688,1608.7505449585485,1084.645430773811,1636.3972441313035,1644.4729840169616,1508.8426817140207
1989-90 ,6207.219030889952,7211.560902802903,3704.9437573729165,2839.2406689820787,3800.1858015305775,977.7975777523369,1637.9106849929187,1674.6619884136944,1104.72595330893,1730.0676769149543,1736.7131128586311,1622.4202263116497
1990-91 ,6561.678182815727,7601.571684229431,3930.347241865481,3016.2573160388433,4008.926979483778,1087.476484203769,1743.2577329594303,1781.829722431023,1182.4245922470695,1802.1631338174539,1810.81498231463,1660.4461654146423
1991-92 ,7077.052214877863,8237.746604958433,4092.0419690539184,3285.502385371872,4385.330771689543,1189.192871543899,1873.9780601763282,1921.0955273448167,1210.4294491379594,1917.5717693296622,1931.3203059240725,1692.4196483720598
1992-93 ,7452.442591426437,8757.587902925927,4207.449355698699,3517.1454601578985,4751.943401599064,1275.6593492731915,1938.8088451163696,1990.9361385761451,1240.0868207862704,1996.4882861521685,2014.708362750719,1691.703185639237
1993-94 ,7931.264671362559,9296.342060256946,4448.732468366887,3827.248564852652,5119.051719629919,1398.7023507634115,2057.0783645854135,2110.6103373818423,1332.1813089552795,2046.9377419244931,2066.6800032451856,1717.848808648196
1994-95 ,8305.514363295026,9727.942022112671,4633.301660268977,4044.473061240793,5390.86931050523,1487.6171745523668,2145.3239423215764,2199.5020087962753,1395.9426250026074,2115.7173597326564,2137.570702811166,1749.7418607140025
1995-96 ,8800.351858363543,10329.94548890843,4724.877815463486,4338.036789022133,5785.913038043839,1522.2374494718488,2263.794893956042,2318.1500430671317,1472.8368351901513,2198.5201753853676,2225.882407797458,1729.8035308014857
1996-97 ,9205.782753423655,10840.665053983117,4895.17810769036,4564.119654804348,6118.454397144218,1543.0076796752094,2365.366023536247,2421.5725380420445,1522.4877609394186,2276.2970750830586,2300.638118796854,1829.682667075732
1997-98 ,9587.517097939799,11277.12730366039,5192.022136451913,4754.786176936216,6350.502610172276,1694.5220153399086,2443.9909315275318,2507.1568010656515,1597.8191202220682,2388.7399894760506,2419.467892422463,1899.6810008899356
